;id;Nombre;Nemo;Tipo;Potencia;Region;F_desde;F_hasta;lat;lon
55;624;VILLA OCAMPO;OCAM;termicas;47;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.515988403969104;-59.345109856793925
56;739;C.T. AVELLANEDA. SANTA FE;AVEL;termicas;6;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-29.11793082200294;-59.640749460535794
57;552;CERES    ENARSA;CERE;termicas;18;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-29.888349704400405;-61.92967504701437
58;433;RAFAELA;RAFA;termicas;19.2;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.255529536965128;-61.520427923110404
59;480;BRIGAD. LOPEZ;BLOP;termicas;280.5;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.710201887769735;-60.78028145946373
60;411;CT TIMBUES(GSMA;TIMB;termicas;865.14;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.57768852237226;-60.790804600494134
61;569;CT VUELTA OBLIG;VOBL;termicas;860;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.58017874896623;-60.79029659544384
62;621;RENOVA ALBANESI;RENO;termicas;165;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.587162909072084;-60.792430098876864
63;623;CAÑADA DE GOMEZ;CGOM;termicas;64;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.76223101754864;-61.452018967701946
64;716;COG Terminal 6;TER6;termicas;391;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.6647018974483;-60.750106679574934
65;406;MOLINOS AUTOG.;MOLI;termicas;27;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.7744477297727;-60.72391430442102
66;null;SULFACID;;termicas;15;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.78564883734042;-60.721274282337056
67;6;SORRENTO;SORR;termicas;217;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.90512697874819;-60.68026732192212
68;622;PEREZ SECCO;PERZ;termicas;76;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.01918171860095;-60.82490444244005
69;812;C.T. VENADO TUERTO. BG. SEEDS ENERGY;VTBG;termicas;2.1;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.69562318326106;-62.04078037647153
70;434;V. TUERTO DELIV;VTUD;termicas;19.2;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.77731729086674;-61.954587053329675
71;588;RUFINO STA FE;RUFI;termicas;31.9;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-34.2618968158737;-62.6887472874911
72;589;LA PAZ E.RIOS;LPAZ;termicas;10.8;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-30.750375060533976;-59.60168914245569
73;591;S.SALVADOR ERIO;SSAL;termicas;10.8;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.610584557467135;-58.488120136304964
74;490;VIALE E. RÍOS;VIAL;termicas;10;LIT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.8980293801244;-60.01640975381919
75;791;C.T. POLLOS SAN MATEO;PSMA;termicas;2.8;CEN;2022-06-22T03:00:00Z;9999-12-31T03:00:00Z;-31.16749476982134;-64.13003128679588
76;791;C.T. POLLOS SAN MATEO;PSMA;termicas;2.8;CEN;2022-06-22T03:00:00Z;9999-12-31T03:00:00Z;-31.16749476982134;-64.13003128679588
77;41;SUD OESTE;SOES;termicas;100;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.462897245943815;-64.23932382266368
78;375;MARIO SEVESO;MSEV;termicas;30.8;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.420274976532518;-63.03897686931287
79;45;SAN FRANCISCO;SFRA;termicas;39;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.43834872105571;-62.11119086496886
